Id,price
209,13344.315894814521
210,17812.124076310833
211,16441.893541400827
212,25229.118035968087
213,17812.124076310833
214,9541.093272891703
215,9466.143411814908
216,16428.077838531935
217,13068.457166733418
218,12490.121267585273
219,11333.22056607436
220,15949.21897531194
221,17289.75281556752
222,30843.415244633543
223,4798.319690032193
224,17812.124076310833
225,4796.880779947605
226,7691.425544226165
227,19561.612876018924
228,16403.928804980646
229,19300.619333757262
230,9747.209752284749
231,23352.05938717757
232,12977.01535972699
233,10397.584895414899
234,8938.905213285385
235,12777.179353069956
236,13196.912791728153
237,20332.385131072624
238,17812.124076310833
239,11480.621338277828
240,19700.003899385654
241,19748.147834198597
242,16428.077838531935
243,14095.167938471406
244,14822.188733738692
245,7033.623627315626
246,17479.028296342785
247,27579.317781614445
248,18355.37274326531
249,14527.00462992789
250,13444.799963191197
251,15920.661419926522
252,18697.14194651056
253,14837.75645419596
254,16974.520583978527
255,11667.334748595977
256,14414.082020104086
257,9759.607749074095
258,26195.456314877512
259,14279.323971936417
260,5045.669455211611
261,23390.847564202362
262,9759.607749074095
263,19700.003899385654
264,18355.37274326531
265,19153.503288942906
266,18016.6116214003
267,12777.179353069956
268,6035.724821785293
269,17812.124076310833
270,14822.188733738692
271,13743.824463043893
272,12777.179353069956
273,9807.211475823957
274,7027.728673604328
275,21121.819356598102
276,24954.43529186035
277,23710.55301035578
278,11348.992456756298
279,18527.47550347785
280,19675.050346073367
281,9022.744543949357
282,17107.923715254394
283,17057.169135926237
284,6562.126681976858
285,6576.726688403205
286,13476.046057896621
287,17479.43077157006
288,18355.37274326531
289,33753.23633680322
290,14496.163903854771
291,17620.957464780306
292,23789.032628227676
293,18306.450494895165
294,10763.920550610423
295,10409.853237486914
296,14837.75645419596
297,28747.91005961604
298,19153.503288942906
299,16353.034928985084
300,9542.773182597632
301,23173.795322455328
302,18233.586944660296
303,15920.661419926522
304,14992.356244473653
305,14279.323971936417
306,15941.097190911525
307,11094.843822760355
308,16292.218259704634
309,23880.648534017448
310,10445.183177704792
311,6546.577047599883
312,14822.188733738692
313,4889.051859082249
314,16428.077838531935
315,14277.938836091655
316,20084.023448874937
317,9665.472120976841
318,16428.077838531935
319,18355.37274326531
320,16428.077838531935
321,12977.01535972699
322,6478.236590311871
323,14661.27164054672
324,10297.512058835586
325,4908.769780235576
326,14317.603831500315
327,24448.18394175785
328,14837.75645419596
329,8693.107793713765
330,6021.797880680886
331,4001.688744588744
332,12656.641319272041
333,24360.08281177721
334,11558.766501620295
335,19153.503288942906
336,14822.188733738692
337,16428.077838531935
338,24745.15533910534
339,18306.450494895165
340,18185.61054843897
341,17812.124076310833
342,17812.124076310833
343,14142.039645932478
344,12449.641697222189
345,17289.75281556752
346,16292.218259704634
347,18306.450494895165
348,13344.315894814521
349,13344.315894814521
350,20042.88248556998
351,13068.457166733418
352,18306.450494895165
353,20343.013136872563
354,18318.978344535968
355,15920.661419926522
356,29074.14611129612
357,9424.42983015386
358,9474.15045466729
359,13344.315894814521
360,18631.51569738906
361,9798.863052838551
362,25670.916649233815
363,16501.94110135608
364,14620.561172646
365,24978.790298296488
366,33753.23633680322
367,25685.77622793014
368,18201.002489314345
369,13068.457166733418
370,10704.463066020864
371,15141.654723795295
372,22816.311296657055
373,9357.79799603991
374,9491.45787239616
375,19700.003899385654
376,18306.450494895165
377,8403.57210531915
378,5327.4294153945475
379,12777.179353069956
380,9697.666328429199
381,15977.490869178673
382,7129.684372539931
383,19036.909446369278
384,7248.941090064058
385,16428.077838531935
386,12777.179353069956
387,15920.661419926522
388,7344.830952380951
389,23864.889795783154
390,6012.931545470248
391,32796.25982289316
392,23352.05938717757
393,13058.071027408232
394,15920.661419926522
395,6414.611035732955
396,6050.579218640821
397,16428.077838531935
398,17812.124076310833
399,19361.245566471487
400,17567.02939888966
401,16853.722462826565
402,24491.582900432903
403,11914.607827247039
404,16428.077838531935
405,7238.680122655124
406,24109.385277336856
407,13344.315894814521
408,15001.439535071942
409,17812.124076310833
410,13344.315894814521
